Season,TeamName,eFGPct_Off,RankeFGPct_Off,TOPct_Off,RankTOPct_Off,ORPct_Off,RankORPct_Off,FTRate_Off,RankFTRate_Off
2023,Tennessee St.,50.892326,162,17.28978868,111,26.90839695,231,35.09815586,68
2023,Tennessee Tech,51.43678161,125,17.78135086,146,23.87218045,319,29.88505747,226
2023,Texas,53.29838357,47,16.31197109,58,28.3062645,190,30.53735256,211
2023,Texas A&M,48.83540373,264,18.30166896,200,36.73986486,5,45.13457557,3
2023,Texas A&M Commerce,52.42557883,72,18.93989215,240,26.47333957,242,28.2800441,279
2023,Texas A&M Corpus Chris,50.47923323,186,17.71731393,144,32.76633841,52,34.82428115,71
2023,Texas Southern,46.09254499,336,20.2584738,313,29.24836601,157,34.29305913,89
2023,Texas St.,48.18965517,293,17.93853128,161,31.62475822,81,32.47126437,131
2023,Texas Tech,52.26519337,82,19.85167513,292,32.0537428,70,34.80662983,72
2023,The Citadel,49.26600117,240,18.17076224,183,20.79689018,350,28.94891368,261
2023,Toledo,56.31629701,5,13.59533102,5,29.8415493,139,34.42622951,86
2023,Towson,51.06659729,153,18.43664969,212,35.70175439,12,29.76066597,230
2023,Troy,49.42296595,230,18.67170738,226,30.31161473,122,32.48701673,129
2023,Tulane,52.40256273,74,15.05993403,18,19.32234432,358,35.39775761,66
2023,Tulsa,47.89382574,301,19.09904926,247,24.81684982,296,26.71667628,324
2023,UAB,50.27151211,193,17.32222701,114,35.80846634,10,35.67251462,61
2023,UC Davis,49.82227488,213,20.57994855,319,32.21797323,61,42.83175355,7
2023,UC Irvine,51.47286822,121,17.54300261,132,27.37777778,221,29.30232558,246
2023,UC Riverside,50.53137652,182,18.02191705,167,31.64556962,79,26.16396761,329
2023,UC San Diego,49.59145192,222,17.92429344,159,23.16442606,328,26.08422376,332
2023,UC Santa Barbara,54.08394782,29,17.0033358,90,26.2195122,249,34.42994895,85
2023,UCF,50.27777778,192,19.60444136,278,33.58974359,31,28.88888889,264
2023,UCLA,51.06904232,152,14.92229647,15,33.01737757,43,27.43875278,306
2023,UMBC,51.34336378,130,14.82422702,13,26.35445363,245,26.97474476,318
2023,UMKC,43.36645237,362,19.92160948,299,35.92760181,8,33.2554062,111
2023,UMass Lowell,53.54629128,42,20.04685841,302,35.65965583,13,33.78451543,101
2023,UNC Asheville,53.63429869,38,20.09283675,304,25.70621469,264,40.88586031,13
2023,UNC Greensboro,50.59417706,180,17.80665642,149,29.24435721,158,32.44206774,135
2023,UNC Wilmington,48.87374037,262,18.62548208,221,27.76717557,210,39.77474807,18
2023,UNLV,49.17172833,246,17.52008463,131,27.85588752,206,35.50524572,64
2023,USC,51.25066525,138,18.0877698,175,28.86405959,171,33.20915381,113
