Season,TeamName,eFGPct_Off,RankeFGPct_Off,TOPct_Off,RankTOPct_Off,ORPct_Off,RankORPct_Off,FTRate_Off,RankFTRate_Off
2023,USC Upstate,50.66505441,177,19.24892639,257,24.72250252,297,31.37847642,180
2023,UT Arlington,45.87408313,341,21.07361526,330,32.72900763,53,29.70660147,232
2023,UT Rio Grande Valley,51.21173469,142,22.17489126,351,28.96622313,164,45.91836735,2
2023,UTEP,48.63553669,274,22.91093793,357,33.30161751,40,38.81140085,28
2023,UTSA,47.43362832,315,19.46912133,267,28.46580407,188,37.40412979,36
2023,Utah,49.00054025,257,17.9088077,158,30.83038869,100,29.22744462,250
2023,Utah St.,55.46834118,8,17.56786862,135,27.38317757,220,34.85086342,70
2023,Utah Tech,53.17164179,49,21.40307757,341,28.65792129,180,44.7761194,4
2023,Utah Valley,51.70085043,107,19.25337666,258,28.87563884,169,35.56778389,62
2023,VCU,51.95500803,96,19.59060656,277,28.85129118,172,41.56400643,10
2023,VMI,47.77777778,303,19.33454387,263,28.89952153,168,20.99415205,362
2023,Valparaiso,48.99159664,258,18.18139974,184,22.61116367,336,27.89915966,293
2023,Vanderbilt,49.61133973,218,15.97941499,44,30.82039911,101,31.55006859,170
2023,Vermont,54.83342436,20,14.25175426,9,19.23444976,359,28.12670672,288
2023,Villanova,51.53804641,117,15.46568973,29,22.61029412,337,30.00539665,221
2023,Virginia,51.16147309,144,13.63018458,6,25.6097561,267,34.73087819,77
2023,Virginia Tech,54.06155399,31,14.73336878,12,25.87601078,260,25.93340061,333
2023,Wagner,44.90274983,354,19.12403475,248,34.42449842,21,25.15090543,341
2023,Wake Forest,54.24305919,26,17.12666867,97,24.84191509,295,32.11105291,152
2023,Washington,48.84805266,263,19.92062874,298,26.43253235,244,31.65112452,166
2023,Washington St.,50.44293903,188,18.45475363,213,31.53846154,87,28.24387702,280
2023,Weber St.,50.83694978,165,19.15414614,250,21.01449275,347,33.66398016,103
2023,West Virginia,51.51049667,120,18.52504829,216,34.01420959,26,39.37532002,22
2023,Western Carolina,49.0508096,251,15.74268211,36,25.47085202,270,33.8358459,98
2023,Western Illinois,50.09566327,204,15.19235481,24,27.10084034,227,31.37755102,181
2023,Western Kentucky,49.60451977,220,17.05807166,91,25.92250923,257,32.25988701,141
2023,Western Michigan,48.8293284,265,19.17553245,252,32.96921549,45,27.84966112,296
2023,Wichita St.,50.73409462,173,18.20534356,187,29.10447761,161,30.8319739,200
2023,William & Mary,49.41072481,232,18.78340387,233,27.38432483,219,29.16912198,253
2023,Winthrop,55.14896373,14,20.57823864,318,25.87719298,259,41.64507772,9
2023,Wisconsin,48.32917706,291,13.36401451,3,22.60162602,338,24.98753117,342
2023,Wofford,52.36565421,78,16.2926683,57,28.60082305,182,30.02336449,220
2023,Wright St.,53.52547607,44,17.26952958,107,26.15675165,251,23.98353062,352
2023,Wyoming,51.64903547,114,18.23206855,190,24.18367347,314,33.35407592,109
2023,Xavier,55.23049645,13,17.17541185,99,30.74433657,105,31.38297872,179
2023,Yale,52.82902829,58,16.41187494,64,28.04232804,199,30.56580566,209
2023,Youngstown St.,54.6529563,22,15.65531545,34,30.69679849,108,29.40874036,244
